Optimal Slope: 38.0 deg.
G(i)	T2m
122.06	5.55
370.86	7.99
640.26	12.45
893.32	15.49
957.24	17.6
945.56	19.06
832.12	20.01
660.75	20.52
431.4	20.57
211.67	20.09
15.81	18.32
0.0	15.75
0.0	14.05
0.0	13.05
0.0	12.31
0.0	11.54
0.0	10.93
0.0	10.47
0.0	10.16
0.0	9.93
0.0	9.68
0.0	9.38
0.0	9.01
0.0	8.62
240.05	8.43
543.54	10.24
755.75	13.53
905.72	16.67
968.56	19.11
948.65	20.91
833.18	22.11
674.12	22.74
423.55	22.79
206.41	22.25
10.96	20.39
0.0	17.54
0.0	15.52
0.0	13.93
0.0	12.77
0.0	12.04
0.0	11.25
0.0	10.61
0.0	10.08
0.0	9.62
0.0	9.15
0.0	8.63
0.0	8.12
0.0	7.81
176.51	7.79
459.46	10.19
393.38	15.42
845.46	18.67
906.51	20.83
459.62	22.56
222.66	23.93
156.8	24.67
33.78	24.62
118.67	23.85
9.13	21.93
0.0	19.71
0.0	18.42
0.0	17.74
0.0	17.46
0.0	15.26
0.0	10.41
0.0	8.22
0.0	7.76
0.0	7.52
0.0	7.21
0.0	7.04
0.0	6.88
0.0	7.12
235.83	7.17
543.63	8.12
756.26	9.24
824.25	10.11
559.32	11.24
369.47	11.95
364.99	12.33
470.58	12.71
255.64	12.78
197.42	12.37
10.4	11.83
0.0	10.68
0.0	9.87
0.0	8.93
0.0	8.11
0.0	7.0
0.0	6.55
0.0	6.35
0.0	6.65
0.0	6.72
0.0	6.77
0.0	6.58
0.0	6.18
0.0	5.85
6.39	5.75
24.65	7.49
411.04	9.55
698.23	10.21
839.26	11.37
755.34	12.64
621.66	13.45
485.63	13.86
272.72	13.94
118.77	13.69
5.48	12.93
0.0	11.97
0.0	11.39
0.0	11.05
0.0	10.69
0.0	9.98
0.0	9.72
0.0	9.44
0.0	9.16
0.0	8.77
0.0	8.43
0.0	8.06
0.0	7.69
0.0	7.25
28.3	6.75
519.69	7.93
716.09	10.71
876.16	12.28
937.88	13.63
924.95	14.8
817.26	15.62
638.6	15.9
423.63	15.75
186.45	15.14
0.91	13.89
0.0	12.38
0.0	10.59
0.0	9.3
0.0	8.87
0.0	7.92
0.0	6.65
0.0	5.18
0.0	4.58
0.0	4.58
0.0	4.55
0.0	4.52
0.0	4.42
0.0	4.27
26.48	4.28
536.66	6.14
742.39	10.29
889.18	13.64
951.33	16.23
930.19	18.24
813.27	19.62
622.58	20.43
419.6	20.63
181.61	20.1
0.91	18.69
0.0	16.56
0.0	12.54
0.0	11.33
0.0	10.55
0.0	10.5
0.0	10.12
0.0	9.63
0.0	9.21
0.0	8.91
0.0	8.66
0.0	8.36
0.0	8.02
0.0	7.74
25.56	7.68
451.03	9.66
673.89	13.7
831.34	17.33
893.26	20.6
722.99	22.84
761.38	24.32
98.61	25.15
27.39	25.39
40.17	24.58
0.0	22.79
0.0	21.61
0.0	20.85
0.0	19.91
0.0	18.93
0.0	18.05
0.0	17.1
0.0	16.23
0.0	15.12
0.0	13.89
0.0	12.54
0.0	11.96
0.0	10.65
0.0	10.15
3.65	10.06
368.38	11.97
636.73	16.43
814.65	18.5
874.37	20.32
862.6	21.73
767.35	22.68
599.27	23.22
416.9	23.32
157.15	22.94
0.0	21.48
0.0	19.22
0.0	17.4
0.0	16.01
0.0	15.25
0.0	14.76
0.0	14.28
0.0	13.74
0.0	13.22
0.0	12.7
0.0	12.23
0.0	11.82
0.0	11.51
0.0	11.23
18.26	10.94
381.31	12.58
623.36	16.97
871.37	20.95
899.95	23.62
899.92	25.29
162.56	26.2
331.46	26.5
86.74	26.33
22.83	25.4
0.0	23.71
0.0	21.73
0.0	20.16
0.0	18.39
0.0	16.98
0.0	15.98
0.0	14.97
0.0	14.33
0.0	13.6
0.0	13.4
0.0	13.2
0.0	12.74
0.0	12.14
0.0	11.77
2.74	11.72
53.87	12.85
454.07	15.08
412.77	16.89
763.71	18.31
475.27	19.57
158.92	20.19
252.73	20.47
154.33	19.94
94.52	19.07
0.0	17.79
0.0	16.39
0.0	15.15
0.0	14.11
0.0	13.22
0.0	12.41
0.0	11.62
0.0	10.95
0.0	10.36
0.0	9.75
0.0	9.24
0.0	8.78
0.0	8.35
0.0	8.1
10.96	7.99
30.13	9.14
111.36	12.08
153.48	14.17
128.74	15.74
338.58	16.54
217.9	16.79
292.87	16.79
63.91	16.85
37.43	16.71
0.0	16.0
0.0	14.92
0.0	14.64
0.0	14.3
0.0	14.03
0.0	13.19
0.0	13.26
0.0	13.31
0.0	13.36
0.0	13.51
0.0	13.76
0.0	13.93
0.0	13.62
0.0	13.27
2.74	12.92
47.48	13.65
102.23	15.85
266.32	19.66
580.54	22.12
87.65	23.79
43.82	23.43
48.39	21.4
33.78	20.68
13.7	19.55
0.0	19.04
0.0	18.66
0.0	18.39
0.0	17.8
0.0	16.79
0.0	14.81
0.0	13.63
0.0	12.96
0.0	12.71
0.0	12.55
0.0	13.14
0.0	13.76
0.0	13.91
0.0	13.62
1.7	13.58
13.7	13.85
25.56	14.77
34.69	15.71
53.87	16.7
65.74	16.81
122.34	16.59
582.75	17.11
419.88	18.37
120.96	18.55
0.0	17.42
0.0	16.26
0.0	15.72
0.0	15.34
0.0	14.89
0.0	14.48
0.0	14.34
0.0	14.33
0.0	14.72
0.0	15.1
0.0	15.39
0.0	15.25
0.0	15.17
0.0	15.57
0.0	16.06
15.52	17.05
331.26	18.47
282.16	20.32
159.2	23.0
632.26	25.13
512.53	26.17
254.86	25.87
391.1	24.82
85.57	23.7
0.0	22.4
0.0	21.53
0.0	21.1
0.0	20.62
0.0	20.02
0.0	19.45
0.0	19.3
0.0	19.12
0.0	18.49
0.0	17.64
0.0	16.74
0.0	16.22
0.0	15.39
0.0	14.76
0.0	14.34
44.74	14.63
148.66	15.32
399.38	16.13
725.51	17.25
761.56	18.25
291.92	19.1
63.0	19.53
84.95	19.57
19.17	19.12
0.0	18.26
0.0	17.49
0.0	16.59
0.0	15.59
0.0	13.51
0.0	12.9
0.0	11.93
0.0	11.59
0.0	10.59
0.0	10.08
0.0	9.43
0.0	9.07
0.0	8.68
0.0	8.36
0.0	7.94
462.22	9.36
681.65	13.94
839.34	16.74
898.4	18.53
883.96	19.86
758.23	20.71
592.67	21.09
405.46	21.04
129.15	20.42
0.0	18.25
0.0	16.14
0.0	14.87
0.0	14.04
0.0	13.38
0.0	12.67
0.0	12.11
0.0	11.63
0.0	11.15
0.0	10.67
0.0	10.27
0.0	9.96
0.0	9.64
0.0	9.28
0.0	8.87
484.76	9.51
698.78	13.03
864.84	17.08
917.2	20.15
892.82	22.14
780.07	23.3
598.83	23.79
410.38	23.63
127.82	22.33
0.0	19.62
0.0	17.21
0.0	15.69
0.0	14.78
0.0	14.21
0.0	13.64
0.0	13.0
0.0	12.41
0.0	11.84
0.0	11.37
0.0	10.95
0.0	10.55
0.0	10.1
0.0	9.67
0.0	9.4
464.24	10.75
676.3	14.43
836.56	18.55
900.99	21.91
884.17	24.27
724.78	25.69
599.21	26.31
362.89	26.24
118.08	24.97
0.0	22.34
0.0	19.53
0.0	17.76
0.0	16.69
0.0	15.83
0.0	15.17
0.0	14.64
0.0	14.22
0.0	14.0
0.0	13.86
0.0	14.18
0.0	14.34
0.0	14.42
0.0	14.15
0.0	13.91
271.91	14.26
693.05	15.87
762.64	16.57
834.21	18.27
820.62	19.66
632.13	20.47
355.39	20.77
359.47	20.18
86.73	19.44
0.0	18.31
0.0	16.89
0.0	15.94
0.0	15.1
0.0	14.65
0.0	14.25
0.0	14.21
0.0	14.17
0.0	14.12
0.0	13.83
0.0	13.73
0.0	13.7
0.0	13.65
0.0	13.53
0.0	13.39
20.09	13.38
23.74	13.57
55.69	14.58
73.95	15.36
83.08	16.48
69.39	17.55
99.52	18.31
252.7	18.26
9.13	17.76
0.0	16.51
0.0	15.47
0.0	14.87
0.0	14.45
0.0	14.22
0.0	13.38
0.0	13.18
0.0	12.9
0.0	12.47
0.0	11.97
0.0	11.57
0.0	11.36
0.0	10.99
0.0	10.85
0.0	10.87
403.11	11.52
622.6	13.92
720.17	16.23
469.26	18.32
674.13	19.8
684.33	20.71
601.98	21.11
387.61	20.89
100.12	20.15
0.0	18.1
0.0	16.47
0.0	15.24
0.0	14.27
0.0	13.56
0.0	13.14
0.0	12.81
0.0	12.53
0.0	12.21
0.0	11.95
0.0	11.66
0.0	11.43
0.0	11.27
0.0	11.17
0.0	11.04
389.3	11.82
616.34	14.37
474.65	17.8
853.8	20.84
845.24	23.13
731.21	24.64
577.79	25.33
224.15	25.22
24.65	23.69
0.0	20.73
0.0	18.46
0.0	16.81
0.0	16.14
0.0	15.65
0.0	12.95
0.0	11.86
0.0	11.21
0.0	10.85
0.0	10.77
0.0	11.4
0.0	11.83
0.0	12.3
0.0	12.76
0.0	13.19
131.55	13.42
26.48	14.9
159.29	17.48
132.39	17.01
56.61	17.1
42.91	17.06
28.3	17.16
18.26	16.93
22.83	16.52
0.0	16.07
0.0	15.96
0.0	15.2
0.0	14.5
0.0	13.94
0.0	14.06
0.0	13.42
0.0	13.29
0.0	13.0
0.0	12.62
0.0	12.25
0.0	11.97
0.0	12.02
0.0	11.95
0.0	11.54
489.92	11.74
671.39	13.14
807.29	14.54
895.15	16.37
724.49	17.57
767.86	18.18
605.24	18.38
389.76	18.12
66.09	17.34
0.0	16.16
0.0	14.93
0.0	13.44
0.0	12.37
0.0	11.68
0.0	11.05
0.0	10.64
0.0	10.1
0.0	9.5
0.0	9.07
0.0	8.79
0.0	8.73
0.0	8.9
0.0	8.82
0.0	8.46
249.16	8.76
648.0	11.0
844.69	12.84
917.5	14.33
897.44	15.63
785.39	16.44
523.1	16.85
413.87	16.89
108.2	16.4
0.0	14.65
0.0	12.89
0.0	11.98
0.0	11.57
0.0	11.18
0.0	10.98
0.0	10.73
0.0	10.34
0.0	10.11
0.0	9.87
0.0	9.78
0.0	9.88
0.0	10.15
0.0	10.62
0.0	10.85
25.56	11.15
72.13	12.98
859.06	15.12
842.96	17.88
88.56	18.8
146.73	18.45
27.39	15.19
32.87	12.41
21.91	11.32
0.0	10.88
0.0	10.57
0.0	10.23
0.0	9.64
0.0	9.11
0.0	8.38
0.0	8.04
0.0	7.73
0.0	7.47
0.0	7.08
0.0	6.71
0.0	6.27
0.0	5.86
0.0	5.56
0.0	5.39
436.52	5.97
706.82	7.51
843.77	8.69
784.45	10.01
740.52	10.85
665.2	11.42
435.83	11.8
325.05	11.61
93.21	11.03
0.0	9.71
0.0	8.2
0.0	6.72
0.0	5.71
0.0	5.15
0.0	4.44
0.0	4.34
0.0	4.31
0.0	4.29
0.0	4.27
0.0	4.2
0.0	4.11
0.0	4.0
0.0	3.9
0.0	3.81
394.13	4.32
644.73	6.25
731.26	8.51
877.19	10.91
845.21	13.0
534.43	14.45
470.92	15.0
80.18	14.7
28.05	13.76
0.0	12.17
0.0	11.09
0.0	10.49
0.0	10.15
0.0	10.26
0.0	10.62
0.0	11.02
0.0	11.08
0.0	11.29
0.0	11.52
0.0	11.69
0.0	12.19
0.0	12.4
0.0	12.68
0.0	13.04
44.01	14.06
108.28	16.17
248.29	16.92
757.7	19.21
493.24	21.58
291.13	22.87
362.98	21.78
77.48	19.75
10.04	18.05
0.0	16.29
0.0	15.12
0.0	14.23
0.0	13.82
0.0	13.41
0.0	12.92
0.0	12.5
0.0	11.64
0.0	10.49
0.0	9.86
0.0	9.64
0.0	9.9
0.0	10.07
0.0	10.34
0.0	10.38
90.2	10.42
330.14	11.32
227.69	10.89
266.82	12.29
268.33	14.0
439.59	15.02
90.39	15.63
110.67	15.57
17.35	14.95
0.0	13.47
0.0	12.09
0.0	11.38
0.0	11.26
0.0	11.01
0.0	11.34
0.0	10.99
0.0	10.23
0.0	9.93
0.0	9.63
0.0	9.72
0.0	9.78
0.0	9.85
0.0	9.99
0.0	9.69
10.96	9.83
38.35	10.3
38.35	9.66
247.03	8.26
74.87	6.6
412.87	5.89
50.22	5.94
39.26	6.19
6.39	6.39
0.0	6.52
0.0	6.57
0.0	6.52
0.0	6.44
0.0	6.37
0.0	5.16
0.0	4.12
0.0	3.7
0.0	3.33
0.0	3.47
0.0	3.66
0.0	4.28
0.0	4.76
0.0	5.05
0.0	5.31
28.3	5.74
28.3	6.55
56.61	7.77
63.91	9.26
65.74	10.35
61.17	11.09
25.56	10.69
49.3	10.13
6.39	9.86
0.0	9.78
0.0	9.82
0.0	9.88
0.0	9.98
0.0	9.97
0.0	9.03
0.0	8.82
0.0	8.61
0.0	8.4
0.0	8.61
0.0	9.16
0.0	9.37
0.0	9.54
0.0	9.36
0.0	9.31
10.04	9.32
22.83	9.3
39.26	9.18
44.74	8.98
55.69	8.91
59.35	9.13
51.13	9.39
29.22	9.57
8.22	9.38
0.0	8.99
0.0	8.73
0.0	8.49
0.0	8.22
0.0	8.06
0.0	7.83
0.0	7.64
0.0	7.41
0.0	7.31
0.0	6.92
0.0	6.83
0.0	6.75
0.0	6.72
0.0	6.8
0.0	6.53
16.43	6.66
316.86	6.95
782.68	7.2
814.06	7.68
653.58	8.35
773.61	8.76
600.46	9.26
368.08	9.09
62.17	8.72
0.0	7.95
0.0	7.31
0.0	6.44
0.0	5.59
0.0	5.22
0.0	5.13
0.0	3.68
0.0	4.48
0.0	4.73
0.0	4.86
0.0	5.02
0.0	5.03
0.0	5.09
0.0	4.88
0.0	4.54
53.84	4.7
114.11	6.13
216.03	8.11
795.55	9.89
835.54	11.26
757.42	12.05
502.46	12.41
134.4	12.18
32.52	11.32
0.0	10.46
0.0	9.75
0.0	9.22
0.0	8.89
0.0	8.62
0.0	7.38
0.0	7.0
0.0	6.63
0.0	6.3
0.0	6.35
0.0	6.61
0.0	6.57
0.0	6.39
0.0	6.26
0.0	6.2
10.04	6.26
26.48	6.0
61.17	6.07
79.43	6.3
69.39	6.87
124.65	7.58
84.0	8.23
41.09	8.47
5.48	8.52
0.0	8.58
0.0	8.74
0.0	8.82
0.0	8.61
0.0	8.35
0.0	7.71
0.0	7.53
0.0	7.43
0.0	7.4
0.0	7.54
0.0	7.53
0.0	7.49
0.0	7.36
0.0	6.93
0.0	6.66
23.74	6.86
613.35	8.15
311.0	9.9
195.93	11.1
149.76	11.88
141.26	11.18
43.82	8.79
24.65	7.06
5.48	6.74
0.0	6.37
0.0	6.09
0.0	5.78
0.0	5.34
0.0	4.91
0.0	4.31
0.0	3.88
0.0	3.64
0.0	3.42
0.0	3.21
0.0	3.16
0.0	2.98
0.0	2.83
0.0	2.81
0.0	2.63
6.39	2.59
50.22	2.88
63.91	2.92
113.21	3.59
148.9	4.03
92.21	4.26
49.3	4.44
47.48	4.35
12.78	4.13
0.0	3.81
0.0	3.58
0.0	3.34
0.0	3.27
0.0	3.12
0.0	2.95
0.0	3.42
0.0	3.65
0.0	3.84
0.0	4.02
0.0	4.01
0.0	3.74
0.0	3.17
0.0	2.9
0.0	2.7
12.78	2.74
85.89	3.79
117.56	4.98
309.29	6.18
247.52	7.51
491.58	7.96
89.48	8.11
21.0	7.31
9.13	6.64
0.0	5.92
0.0	5.66
0.0	5.46
0.0	5.29
0.0	5.14
0.0	5.29
0.0	5.34
0.0	5.54
0.0	5.84
0.0	6.0
0.0	6.13
0.0	5.58
0.0	4.43
0.0	3.51
0.0	2.26
5.48	0.8
39.26	-0.26
76.69	-0.56
75.78	-0.65
72.13	-0.7
138.67	-0.71
213.42	-1.11
21.0	-0.82
6.39	-0.98
0.0	-1.21
0.0	-1.29
0.0	-1.26
0.0	-1.06
0.0	-0.96
0.0	-1.06
0.0	-0.41
0.0	0.98
0.0	2.5
0.0	3.73
0.0	4.34
0.0	4.47
0.0	4.58
0.0	5.06
0.0	5.26
88.08	5.29
33.78	6.53
225.31	8.66
295.13	10.05
313.98	10.73
142.07	11.48
133.61	12.02
65.3	11.99
9.13	11.9
0.0	11.61
0.0	11.39
0.0	11.31
0.0	11.29
0.0	11.31
0.0	11.24
0.0	11.25
0.0	10.81
0.0	10.72
0.0	10.15
0.0	9.42
0.0	8.41
0.0	7.74
0.0	7.52
0.0	7.59
23.74	7.95
48.39	8.77
74.87	10.2
80.35	11.27
516.24	12.9
221.6	14.64
263.45	15.73
77.9	15.77
24.01	14.51
0.0	12.67
0.0	11.9
0.0	11.49
0.0	11.4
0.0	11.43
0.0	11.19
0.0	10.88
0.0	10.62
0.0	10.79
0.0	11.12
0.0	11.23
0.0	11.09
0.0	10.56
0.0	10.01
0.0	9.9
12.78	10.08
57.52	11.22
39.26	13.93
354.97	16.11
785.96	18.09
344.85	19.25
45.65	19.61
34.69	18.78
5.48	17.21
0.0	15.71
0.0	15.11
0.0	14.73
0.0	13.99
0.0	13.25
0.0	8.73
0.0	5.4
0.0	5.51
0.0	5.74
0.0	5.76
0.0	5.88
0.0	5.91
0.0	5.94
0.0	5.9
0.0	5.97
321.86	5.98
355.97	6.24
291.98	6.42
833.67	7.08
627.81	7.65
738.29	7.97
492.06	7.9
327.13	7.39
39.18	6.68
0.0	5.85
0.0	5.17
0.0	4.52
0.0	3.93
0.0	3.57
0.0	2.37
0.0	2.13
0.0	1.91
0.0	1.5
0.0	1.16
0.0	0.87
0.0	0.35
0.0	-0.09
0.0	-0.22
0.0	-0.47
37.55	-0.23
65.62	1.33
69.39	2.82
168.05	3.83
41.09	4.63
38.35	5.64
29.22	6.29
27.39	6.59
38.57	6.14
0.0	5.11
0.0	3.4
0.0	1.85
0.0	1.05
0.0	1.02
0.0	1.21
0.0	1.29
0.0	1.33
0.0	1.31
0.0	1.33
0.0	1.47
0.0	1.68
0.0	1.91
0.0	2.07
0.0	2.19
12.78	2.75
28.3	3.74
66.65	4.42
30.13	5.28
289.11	6.67
265.27	8.82
237.27	10.02
42.0	10.03
2.74	8.92
0.0	7.8
0.0	7.18
0.0	6.9
0.0	6.51
0.0	6.24
0.0	6.07
0.0	5.91
0.0	6.11
0.0	5.96
0.0	6.28
0.0	6.56
0.0	6.75
0.0	6.78
0.0	6.73
0.0	6.94
4.57	6.38
22.83	6.56
40.17	6.67
49.3	7.09
93.13	7.64
28.3	8.29
21.91	8.96
12.78	9.12
4.57	8.97
0.0	8.56
0.0	7.81
0.0	7.19
0.0	6.6
0.0	6.07
0.0	5.44
0.0	5.08
0.0	4.89
0.0	4.99
0.0	5.15
0.0	5.32
0.0	5.6
0.0	5.77
0.0	5.85
0.0	5.97
22.83	6.33
392.67	7.01
288.68	8.41
627.21	10.21
803.37	11.98
629.29	13.49
526.58	14.35
97.86	14.22
11.87	13.19
0.0	11.87
0.0	11.14
0.0	10.68
0.0	10.41
0.0	9.98
0.0	10.68
0.0	10.81
0.0	10.97
0.0	11.07
0.0	11.17
0.0	11.16
0.0	11.33
0.0	11.1
0.0	11.0
0.0	11.25
21.0	11.8
20.09	12.76
96.47	12.95
434.22	15.05
627.11	17.27
281.7	18.47
506.13	18.96
190.94	18.56
7.3	17.38
0.0	15.77
0.0	13.8
0.0	11.59
0.0	10.02
0.0	9.06
0.0	8.49
0.0	8.23
0.0	8.25
0.0	7.93
0.0	7.44
0.0	7.19
0.0	7.37
0.0	7.59
0.0	7.77
0.0	7.85
22.83	7.93
372.5	9.31
205.45	11.65
754.74	14.12
636.6	15.97
410.6	17.08
193.51	17.52
64.83	17.29
3.65	16.09
0.0	13.9
0.0	12.13
0.0	11.21
0.0	10.04
0.0	9.2
0.0	8.29
0.0	7.56
0.0	6.99
0.0	6.72
0.0	6.7
0.0	6.46
0.0	6.03
0.0	5.76
0.0	5.5
0.0	5.34
21.91	5.18
466.69	6.44
91.94	9.8
247.24	12.66
781.94	14.06
460.27	14.35
50.22	13.67
21.0	12.4
2.74	10.98
0.0	9.71
0.0	9.09
0.0	8.52
0.0	7.78
0.0	6.77
0.0	5.45
0.0	4.52
0.0	3.65
0.0	2.37
0.0	1.29
0.0	1.06
0.0	0.82
0.0	0.77
0.0	0.63
0.0	0.38
20.09	0.15
43.82	0.0
71.22	-0.2
80.35	0.21
73.95	0.53
56.61	0.82
72.13	1.06
25.56	1.22
1.83	1.17
0.0	0.99
0.0	0.83
0.0	0.26
0.0	-0.07
0.0	-0.32
0.0	-0.79
0.0	-0.82
0.0	-0.56
0.0	-0.17
0.0	0.36
0.0	0.84
0.0	0.99
0.0	0.97
0.0	0.66
0.0	0.25
6.39	0.04
121.05	0.18
182.36	0.79
53.87	1.8
69.39	2.62
134.53	3.19
105.47	3.44
17.35	3.3
1.83	2.77
0.0	2.08
0.0	1.76
0.0	1.83
0.0	1.88
0.0	1.93
0.0	1.67
0.0	1.73
0.0	1.83
0.0	1.73
0.0	1.7
0.0	1.46
0.0	1.47
0.0	1.38
0.0	1.3
0.0	1.25
10.96	1.23
346.06	1.84
328.52	2.49
395.4	3.94
752.35	4.87
675.34	5.35
588.39	5.43
269.09	4.93
10.96	3.96
0.0	3.01
0.0	2.53
0.0	2.24
0.0	2.03
0.0	2.01
0.0	1.84
0.0	1.81
0.0	1.88
0.0	1.91
0.0	2.07
0.0	2.21
0.0	2.18
0.0	2.19
0.0	2.42
0.0	2.54
5.48	2.58
226.25	3.01
92.06	3.21
627.11	4.53
344.8	5.74
71.22	6.49
127.1	6.51
123.5	5.84
14.8	4.71
0.0	3.79
0.0	3.46
0.0	3.26
0.0	3.19
0.0	3.01
0.0	2.67
0.0	2.52
0.0	2.47
0.0	2.68
0.0	3.05
0.0	3.22
0.0	3.25
0.0	3.37
0.0	3.6
0.0	3.75
3.65	3.98
162.97	4.4
73.95	4.93
256.57	5.6
119.56	6.37
58.43	6.84
87.49	7.0
44.74	6.91
1.83	6.68
0.0	6.3
0.0	6.09
0.0	5.92
0.0	5.73
0.0	5.49
0.0	4.87
0.0	4.69
0.0	4.58
0.0	4.42
0.0	4.18
0.0	4.07
0.0	3.97
0.0	3.93
0.0	3.89
0.0	3.89
2.74	3.88
29.22	3.95
49.3	3.8
77.61	4.37
105.0	5.19
125.63	6.19
170.14	6.51
242.0	6.44
10.04	5.99
0.0	5.28
0.0	4.86
0.0	4.59
0.0	4.27
0.0	3.76
0.0	3.12
0.0	3.22
0.0	3.47
0.0	3.66
0.0	3.79
0.0	3.88
0.0	3.89
0.0	3.82
0.0	3.7
0.0	3.6
2.74	3.33
83.49	3.65
98.5	3.99
121.97	4.8
105.0	5.86
139.26	6.45
84.76	6.5
183.84	5.86
8.22	4.68
0.0	3.57
0.0	2.9
0.0	2.52
0.0	2.42
0.0	2.36
0.0	2.25
0.0	2.51
0.0	2.32
0.0	2.46
0.0	2.72
0.0	2.82
0.0	2.95
0.0	3.02
0.0	2.98
0.0	3.06
13.7	3.05
43.82	3.31
212.95	3.83
156.17	4.7
86.74	5.32
242.83	5.89
232.05	5.94
71.81	5.56
6.39	4.81
0.0	4.07
0.0	3.48
0.0	3.18
0.0	2.99
0.0	2.82
0.0	1.52
0.0	1.45
0.0	1.37
0.0	1.2
0.0	0.96
0.0	0.81
0.0	0.67
0.0	0.63
0.0	0.9
0.0	0.93
8.22	1.13
231.98	1.88
60.26	1.87
88.56	3.34
107.74	4.83
103.02	5.98
64.82	6.49
42.91	6.29
3.65	5.45
0.0	4.54
0.0	4.03
0.0	3.59
0.0	3.63
0.0	3.62
0.0	2.64
0.0	2.57
0.0	2.55
0.0	2.33
0.0	1.83
0.0	1.45
0.0	0.99
0.0	0.59
0.0	0.24
0.0	-0.06
0.0	-0.41
576.02	0.04
721.25	1.1
688.9	2.57
745.73	3.92
689.37	4.82
391.06	5.21
120.77	4.89
6.39	3.96
0.0	2.67
0.0	2.1
0.0	1.7
0.0	1.66
0.0	1.49
0.0	0.89
0.0	0.99
0.0	0.71
0.0	0.56
0.0	0.63
0.0	0.7
0.0	0.97
0.0	1.38
0.0	1.8
0.0	1.97
0.0	2.34
22.83	3.45
191.3	5.35
110.76	7.09
110.45	8.94
125.75	10.36
63.0	11.77
67.13	11.91
1.83	10.98
0.0	9.52
0.0	8.69
0.0	7.99
0.0	8.23
0.0	7.36
0.0	6.82
0.0	6.38
0.0	6.01
0.0	5.25
0.0	4.0
0.0	2.96
0.0	2.35
0.0	1.88
0.0	1.4
0.0	0.86
0.0	0.33
41.09	0.06
40.17	-0.23
108.94	-0.17
59.35	-0.14
32.87	-0.19
24.65	-0.27
11.87	-0.4
1.83	-0.78
0.0	-1.09
0.0	-1.41
0.0	-1.74
0.0	-1.99
0.0	-2.24
0.0	-2.33
0.0	-2.46
0.0	-2.75
0.0	-3.1
0.0	-3.56
0.0	-3.74
0.0	-3.93
0.0	-4.19
0.0	-4.36
0.0	-4.52
0.0	-4.82
21.91	-5.03
31.04	-5.34
396.06	-5.16
826.63	-4.99
59.35	-5.0
35.61	-5.12
18.26	-5.55
1.83	-6.21
0.0	-7.09
0.0	-7.8
0.0	-8.22
0.0	-8.61
0.0	-8.13
0.0	-6.27
0.0	-5.02
0.0	-3.44
0.0	-2.12
0.0	-1.15
0.0	-0.08
0.0	0.58
0.0	1.16
0.0	1.47
0.0	1.75
0.0	2.04
12.78	2.31
23.74	2.66
59.35	2.91
52.04	3.06
116.69	3.27
63.91	3.38
38.35	3.45
41.69	3.42
0.0	3.35
0.0	3.43
0.0	3.47
0.0	3.42
0.0	3.44
0.0	4.06
0.0	4.18
0.0	4.29
0.0	4.43
0.0	4.62
0.0	4.74
0.0	4.82
0.0	4.81
0.0	4.8
0.0	4.54
0.0	4.39
105.64	4.27
251.45	4.12
278.44	5.25
380.46	5.91
224.58	6.7
127.71	6.92
67.15	7.13
2.74	6.79
0.0	5.83
0.0	4.98
0.0	4.16
0.0	3.33
0.0	2.72
0.0	2.26
0.0	1.62
0.0	1.14
0.0	0.58
0.0	0.59
0.0	0.78
0.0	1.05
0.0	0.97
0.0	0.42
0.0	0.1
0.0	-0.47
592.5	0.55
740.76	2.78
842.96	5.59
812.14	7.41
752.25	8.46
597.8	8.9
333.51	8.61
16.74	7.14
0.0	4.93
0.0	3.33
0.0	2.26
0.0	1.51
0.0	1.05
0.0	1.34
0.0	1.12
0.0	0.78
0.0	0.4
0.0	0.09
0.0	-0.04
0.0	-0.15
0.0	-0.26
0.0	-0.32
0.0	-0.42
0.0	-0.54
597.08	0.7
732.24	3.71
745.16	7.17
563.45	9.86
165.21	11.61
88.47	11.89
20.09	11.16
1.83	9.54
0.0	7.98
0.0	7.16
0.0	6.79
0.0	6.7
0.0	7.09
0.0	6.81
0.0	6.76
0.0	6.5
0.0	6.38
0.0	6.17
0.0	6.18
0.0	6.5
0.0	6.58
0.0	6.79
0.0	6.67
0.0	6.29
43.82	6.43
109.36	7.45
704.68	9.31
438.04	10.89
202.33	11.67
168.44	11.65
121.82	11.22
71.41	10.48
0.0	9.53
0.0	8.75
0.0	7.96
0.0	7.11
0.0	7.45
0.0	6.93
0.0	5.99
0.0	6.88
0.0	5.21
0.0	5.02
0.0	4.86
0.0	4.24
0.0	4.49
0.0	4.54
0.0	4.64
0.0	4.7
20.09	5.39
29.22	6.33
54.78	6.78
47.48	5.86
141.29	5.76
324.02	6.33
131.63	6.47
22.43	5.94
0.0	5.2
0.0	4.42
0.0	3.72
0.0	3.4
0.0	2.97
0.0	1.68
0.0	1.68
0.0	2.06
0.0	1.23
0.0	0.6
0.0	0.92
0.0	1.01
0.0	1.06
0.0	0.66
0.0	0.18
0.0	-0.04
28.3	0.21
32.87	0.63
112.65	1.09
93.13	1.1
208.96	1.38
52.96	1.55
20.09	1.61
2.74	1.03
0.0	0.14
0.0	-0.35
0.0	-0.64
0.0	-0.73
0.0	-0.75
0.0	-0.64
0.0	-0.41
0.0	-0.19
0.0	0.0
0.0	-0.15
0.0	-0.54
0.0	-0.74
0.0	-0.74
0.0	-0.49
0.0	-0.25
0.0	-0.25
269.01	0.26
431.7	1.66
117.59	2.77
89.48	3.39
207.93	4.2
